question,language_code,answer
Pergunta: Quais acordos bilaterais sobre comércio de produtos têxteis com países terceiros são aplicáveis provisoriamente a partir de 1 de Janeiro de 1996 e que condições estão associadas à sua aplicação provisória?,pt,"

Resposta: Os acordos bilaterais enumerados no anexo à Decisão do Conselho de 16 de Setembro de 1996 são aplicáveis provisoriamente a partir de 1 de Janeiro de 1996, enquanto se aguarda a sua conclusão formal. A sua aplicação provisória está condicionada à aplicação recíproca pelos países parceiros. Estes acordos foram negociados com a Arménia, o Azerbaijão, a Geórgia, o Cazaquistão, o Quirguizistão, a Moldávia, o Tajiquistão e o Turquemenistão e modificam e renovam acordos anteriores."
Qual é a finalidade do Regulamento da Comissão Europeia n.o 1964/2001?,pt,"

O Regulamento da Comissão Europeia n.o 1964/2001 altera o Regulamento (CEE) n.o 2166/83, que estabelece um sistema de licenças para certas atividades pesqueiras realizadas numa zona ao norte da Escócia (área de Shetland). Ele remove as estações de rádio alemãs e francesas do anexo pertinente, uma vez que estes serviços foram encerradas definitivamente. Dessa forma, atualiza o processo de comunicação para os navios de pesca comunitários que operam nessa área"
Qual é o objetivo do mecanismo comunitário definido na Decisão da Comissão de 29 de Dezembro de 2003?,pt,"
O mecanismo comunitário destina-se a proporcionar apoio em situações de emergência grave que possam exigir uma resposta urgente, incluindo acidentes no contexto da gestão de crises referida no Título V do Tratado da União Europeia, e a poluição marinha acidental ou deliberada. O seu objetivo é garantir uma melhor protecção das pessoas, do ambiente e da propriedade. A participação no mecanismo está aberta aos Estados-Membros, aos países candidatos à UE, e também à Noruega, Islândia e Liechtenstein."
Question: Qual é a quantidade total de carne bovina desossada originária da Namíbia que será certificada para importação pela Alemanha e pelo Reino Unido de acordo com o Regulamento (CE) n.o 1380/2006?,pt,"

Answer: 660 toneladas."
Question: Quais são os objetivos das ações de aumento do consumo de plantas vivas e produtos de floricultura que podem receber financiamento da Comunidade ao abrigo deste regulamento?,pt,"

Answer: As ações devem ter por objetivo a publicidade e as relações públicas, incluindo a organização e participação em feiras e outras manifestações comerciais, dentro e fora da Comunidade. Elas não devem ser orientadas em função de marcas comerciais nem favorecer produtos de um Estado-membro específico."
Qual é o objetivo principal deste regulamento da Comissão?,pt,"

O objetivo principal deste regulamento é alterar o Regulamento (CE) nº 1162/95, que estabelece normas de execução especiais do regime dos certificados de importação e exportação no setor dos cereais e do arroz. Em particular, este regulamento visa adaptar-se à transição da campanha de 1995/1996 para a campanha de 1996/1997 no setor do arroz, devido à substituição dos preços de compra de intervenção do arroz paddy por um preço único de intervenção. Ele introduz uma disposição para calcular a redução das restituições de final de campanha de uma forma que evita um nível excessivamente elevado de redução devido à utilização do preço de intervenção antigo. Além disso, esclarece o momento do primeiro ajustamento das restituições e exige que os Estados-membros comuniquem diariamente as quantidades de arroz abrangidas pelos certificados de importação, por origem."
Qual é o objetivo da Decisão da Comissão de 16 de fevereiro de 1996?,pt,"
Estabelecer as condições de polícia sanitária e os certificados veterinários exigidos para a importação de bovinos e suínos domésticos da República Eslovaca para os Estados-Membros, tendo em conta a situação sanitária do país e garantindo que cumpre os requisitos sanitários da UE. Isto permite o comércio de animais vivos entre a República Eslovaca e a Comunidade Europeia, sob condições específicas."
"Qual é a data em que os Estados-Membros devem aprovar e publicar as disposições legislativas, regulamentares e administrativas necessárias para dar cumprimento à Directiva 2006/49/CE?",pt,"
31 de Dezembro de 2006"
Question: Quais são os produtos originários da República Checa que estão isentos de direitos de importação no âmbito do Regulamento (CE) n.o 925/2003?,pt,"

Answer: Os produtos que beneficiam de isenção de direitos de importação são o trigo, a mistura de trigo com centeio, as farinhas de trigo e de mistura de trigo com centeio, o malte e o milho."
"Qual é o preço fixado para as vendas públicas de álcool, expresso em euros por hectolitro de álcool a 100 % vol.?",pt,"
19 euros por hectolitro de álcool a 100% vol."
Question: Quais são os tipos de controlos abrangidos pelo Regulamento (CEE) n.º 3912/92 e em que circunstâncias deixam de ser realizados nas fronteiras internas da Comunidade?,pt,"

Answer: O Regulamento (CEE) n.º 3912/92 aplica-se aos controlos de transporte rodoviário e por via navegável decorrentes de acordos internacionais, bem como aos controlos previstos no Regulamento (CEE) n.º 4060/89. Estes controlos incluem verificações das características técnicas, autorizações e outra documentação que os veículos e embarcações devem possuir. De acordo com o regulamento, estes controlos deixarão de ser realizados nas fronteiras internas da Comunidade Europeia, passando a fazer parte dos controlos normais realizados nos territórios dos Estados-membros. Isto significa que os controlos nas fronteiras internas serão eliminados e integrados nos controlos gerais realizados em todo o território do Estado-membro."
Qual é o objetivo do Regulamento (CE) n.o 1065/2002 da Comissão?,pt,"
O Regulamento (CE) n.o 1065/2002 da Comissão altera a correção aplicável à restituição em relação aos cereais. Ele ajusta o valor da correção, que é usado no cálculo das restituições na exportação de cereais da União Europeia, com base nas mudanças nos preços CIF e nas expectativas de mercado. Este regulamento entra em vigor em 20 de junho de 2002 e é vinculativo em todos os Estados-Membros da UE. "
Qual é o montante das restituições à exportação de azeite fixado pelo Regulamento (CE) n.o 1219/2002?,pt,"

O montante das restituições à exportação de azeite fixado pelo referido Regulamento é o constante do anexo do mesmo documento."
"What is the legal definition of ""none""?",pt,"

Answer: ""None"" in a legal context typically implies the absence or non-existence of something. For instance, if a law states that ""none of the provisions in this Act shall be construed to imply X,"" it means that none of the clauses or sections within that Act should be interpreted to suggest or imply X. Essentially, the term ""none"" is used to negate or exclude a particular interpretation or application. "
O Regulamento (CE) n.o 679/2004 da Comissão foi adoptado pela Comissão das Comunidades Europeias e entrada em vigor em 14 de Abril de 2004?,pt,"

Sim."
"Qual é o objetivo do Regulamento (CE) n.o 994/2003 da Comissão, de 11 de junho de 2003?",pt,"
Estabelecer os valores estimados de importação para determinar o preço de entrada de certos frutos e produtos hortícolas de países terceiros na Comunidade Europeia. "
"Qual é o objetivo do Regulamento (CE) n.o 2233/2003 da Comissão, de 23 de Dezembro de 2003?",pt,"
O objetivo deste regulamento é abrir contingentes pautais comunitários para a importação de ovinos e caprinos e de carne de ovino e caprino para o período compreendido entre 1 de Janeiro e 31 de Dezembro de 2004 e estabelecer as quantidades e os direitos aduaneiros aplicáveis. O regulamento também estabelece os métodos de gestão destes contingentes."
Qual é a decisão da Comissão em relação aos auxílios que a Itália pretende conceder às empresas agrícolas que usam combustíveis não derivados de metano e por que razão é essa a sua decisão?,pt,"

A Comissão decidiu que os auxílios estatais previstos no artigo 21.º da Lei regional da Sardenha n.º 21/2000 são incompatíveis com o mercado comum. A decisão baseia-se no facto de estes auxílios não possuírem efeitos estruturais no sector agrícola e serem, por isso, considerados auxílios ao funcionamento. De acordo com as orientações da UE para os auxílios estatais no sector agrícola, este tipo de auxílios não é elegível para derrogações e é, portanto, incompatível com o mercado comum."
What is the maximum interest rate that can be charged on a loan in Canada under the criminal rate provisions?,pt," 

Answer: 60% per annum. This is calculated on the basis of the total debt outstanding, including the principal. "
Qual é o objetivo principal do Regulamento (CE) n.o 1392/2005 da Comissão?,pt,"
O Regulamento (CE) n.o 1392/2005 da Comissão visa fixar as taxas de restituição para certos produtos do setor do açúcar exportados como mercadorias não abrangidas pelo anexo I do Tratado. Em particular, estabelece as taxas de restituição para os produtos de base enumerados no anexo I do Regulamento (CE) n.o 1043/2005, exportados sob a forma de mercadorias indicadas no anexo V do Regulamento (CE) n.o 1260/2001. Este regulamento visa implementar o Regulamento (CE) n.o 1260/2001 do Conselho, que estabelece a organização comum de mercado no setor do açúcar, garantindo que a diferença entre os preços internacionais e os preços da Comunidade para esses produtos é coberta por restituições à exportação. "
O que é a Decisão 2006/415/CE e qual é a sua relação com a presente decisão?,pt,"
A Decisão 2006/415/CE da Comissão estabelece medidas de protecção a aplicar na Comunidade para impedir a propagação da gripe aviária de alta patogenicidade do subtipo H5N1 em aves de capoeira. A presente decisão altera essa decisão, atualizando as áreas A e B definidas no seu anexo, em consequência de surtos confirmados na Alemanha e na Polónia."
Qual é o objetivo principal do Regulamento (CEE) n.º 1567/93 do Conselho?,pt,"

O objetivo principal do Regulamento (CEE) n.º 1567/93 do Conselho é alterar o Regulamento (CEE) n.º 2046/89, que estabelece as regras gerais relativas à destilação do vinho e dos subprodutos da vinificação. Em particular, adia o prazo para a aplicação das regras de destilação obrigatória e exige que a Comissão apresente um relatório ao Conselho sobre a execução dessas regras até 31 de março de 1994. Este relatório será acompanhado de uma proposta adequada, permitindo que o Conselho tome medidas para o período após 1 de setembro de 1994. Esta alteração visa dar à Comissão tempo para elaborar medidas coerentes relativas à política de destilação do vinho. "
"Question: Qual é o objetivo do Regulamento (CE) n.o 1977/2002 da Comissão, de 6 de Novembro de 2002?",pt,"

Answer: O objetivo do Regulamento (CE) n.o 1977/2002 é fixar os direitos de importação para o setor do arroz, de acordo com os regulamentos da organização comum de mercado para o arroz e seu método de execução. Isso significa que estabelece as taxas que se aplicam às importações de arroz para a União Europeia."
Question: Qual é o objetivo do Regulamento (CE) n.o 342/2008 da Comissão?,pt,"

Answer: O Regulamento (CE) n.o 342/2008 da Comissão estabelece valores forfaitários de importação para determinar o preço de entrada de certos frutos e produtos hortícolas de países terceiros na Comunidade Europeia. Estes valores são usados no sector das frutas e produtos hortícolas e são aplicados a partir de 18 de Abril de 2008."
"P: Qual é a decisão da Comissão em resposta ao pedido de derrogação introduzido pela Alemanha, relativo a dois tipos de lâmpadas de descarga em gás para veículos motorizados?",pt,"

R: A Comissão aprova o pedido de derrogação da Alemanha para dois tipos de lâmpadas de descarga em gás e respectivos faróis, desde que o veículo em questão tenha um sistema automático de nivelamento de faróis, lava-faróis e iluminação do feixe de cruzamento."
Qual é o montante a ser restituído à Komebac Ltd pela Comissão em conformidade com esta decisão?,pt,"

[. . .] libras esterlinas."
Qual é o objetivo do Regulamento (CE) n.o 1578/2006 da Comissão?,pt,"
Assegurar a aplicação uniforme da Nomenclatura Combinada (NC) ao classificar determinadas mercadorias listedas no anexo do regulamento nos códigos NC correspondentes, enabling a sua aplicação consistente no comércio de mercadorias e aduaneiro "
"Perante o Regulamento (CE) n.o 840/2008, qual é o objecto dos valores forfetários de importação referidos no artigo 138.o do Regulamento (CE) n.o 1580/2007?",pt,"
Os valores forfetários de importação estabelecidos no anexo do Regulamento (CE) n.o 840/2008 são aplicados à determinação do preço de entrada de certos frutos e produtos hortícolas provenientes de países terceiros."
Question: Qual é o objetivo do Regulamento (CE) n.o 1906/2005 da Comissão?,pt,"

Answer: O objetivo do Regulamento (CE) n.o 1906/2005 é estabelecer os valores forfetários de importação para a determinação do preço de entrada de certos frutos e produtos hortícolas da UE. Estes valores são usados no regime de importação dos frutos e produtos hortícolas frescos para a União Europeia e são aplicados a partir de 23 de Novembro de 2005."
What is the purpose of the document?,pt,"

The document appears to be a contract for the sale of goods or services where the seller is offering credit terms to the buyer. It outlines the terms and conditions of the sale, including the credit period, late payment penalties, and the buyer's responsibilities. The primary purpose is to establish a clear understanding between the seller and buyer regarding the payment terms and consequences of late payments. "
Qual é o período para o qual a cobrança de direitos aduaneiros aplicáveis a países terceiros foi restabelecida para produtos originários da Jugoslávia?,pt,"

De 24 de Abril a 31 de Dezembro de 1990."
P: Qual é o objetivo da decisão da Comissão de fornecer uma participação financeira específica à Bulgária para a aquisição de vacinas contra a febre catarral ovina?,pt,"

R: O objetivo é apoiar a Bulgária na luta contra um surto de febre catarral ovina e prevenir a propagação da doença para a União Europeia, uma vez que representa uma ameaça à saúde do efetivo animal da Comunidade. A vacinação é vista como o único meio eficaz de conter a epidemia e reduzir a mortalidade dos animais nas regiões infectadas da Bulgária."
"What is the legal definition of ""none""?",pt,"

Answer: The term ""none"" can be interpreted as a lack of legal consequence or effect. It implies the absence of any applicable laws or regulations governing a particular situation or action. However, the term ""none"" in a legal context should be used carefully, as it may have different implications depending on the specific circumstances. "
Qual é o objetivo do Regulamento (CE) n.o 1512/2006 da Comissão?,pt,"
O objetivo do Regulamento (CE) n.o 1512/2006 é ajustar os direitos de importação no setor dos cereais, alterando-os de acordo com a variação da média dos direitos de importação em relação ao valor fixado anteriormente. Este mecanismo visa manter o equilíbrio no mercado de cereais da União Europeia, assegurando o seu alinhamento com as flutuações do mercado internacional. O regulamento entra em vigor em 12 de outubro de 2006, aplicando-se a todos os Estados-Membros da União Europeia."
Qual é o objetivo do Regulamento (CE) nº 2141/96 da Comissão?,pt,"
O Regulamento (CE) nº 2141/96 da Comissão estabelece um procedimento para transferir uma autorização de introdução de medicamentos no mercado da União Europeia de um titular para outro. Ele fornece um meio para alterar o destinatário da decisão de autorização inicialmente emitida ao abrigo do Regulamento (CEE) nº 2309/93 do Conselho. Este procedimento é necessário quando o novo titular da autorização é uma pessoa juridicamente diferente do titular anterior e visa garantir uma alteração eficiente e oportuna da decisão de autorização, sujeito ao cumprimento das condições relevantes. "
Qual é o objetivo da decisão da Comissão de 20 de Janeiro de 2006?,pt,"
O objetivo desta decisão é alterar a Decisão 2005/710/CE em resposta à nova informação recebida da Roménia sobre a situação da gripe aviária no país. Esta decisão limita as suspensões das importações às partes do território romeno afetadas e em risco e autoriza a importação de certos produtos originários de aves abatidas antes de 1 de agosto de 2005, desde que sejam cumpridos certos requisitos. A decisão também adiciona um novo anexo à Decisão 2005/710/CE."
"Se as medidas anti-dumping sobre as importações de chapas magnéticas de grãos orientados originárias da Rússia caducarem, é provável que o prejuízo causado à indústria comunitária se mantenha ou reincida?",pt,
Qual é a organização à qual a Comunidade Europeia adere segundo esta decisão do Conselho?,pt,"
Comissão Geral das Pescas do Mediterrâneo."
"Qual é o objetivo do Regulamento (CE) n.o 770/2003 da Comissão, de 2 de Maio de 2003?",pt,"
Estabelecer os valores forfetários de importação para a determinação do preço de entrada de certos frutos e produtos hortícolas."
Qual é a taxa de conversão estabelecida para a farinha de trigo mole destinada à produção de amido e quellmehl?,pt,"
1,40 toneladas de trigo mole para 1 tonelada de farinha."
P: Que decisão foi tomada pela Comissão das Comunidades Europeias em 14 de dezembro de 2006 em relação aos ensaios e testes de sementes e materiais de propagação de Asparagus officinalis L.?,pt,"

R: A Comissão decidiu que os ensaios e testes comparativos comunitários de sementes e materiais de propagação de Asparagus officinalis L., iniciados em 2005, deveriam continuar em 2007 de acordo com as disposições estabelecidas na Decisão 2005/5/CE."
Qual é a taxa de conversão a aplicar ao saldo da compensação financeira?,pt,"

A taxa de conversão a aplicar ao saldo da compensação financeira será a taxa de conversão agrícola em vigor em 31 de Dezembro da campanha em questão."
Qual é o nome do membro alemão do Comité Económico e Social nomeado por esta decisão do Conselho?,pt,"
Peter Korn."
Question: Qual é o objetivo do Regulamento (CE) n.o 1755/2001 da Comissão?,pt,"
Answer: O objetivo do Regulamento (CE) n.o 1755/2001 é estabelecer valores forfaitários de importação para determinar o preço de entrada de certos frutos e produtos hortícolas da UE. Estes valores são usados para calcular os direitos de importação cobrados sobre esses produtos."
Qual é o montante total previsto no plano de financiamento indicativo para as ações de iniciativa comunitária e nacional no quadro comunitário de apoio para a região da Alta Normandia?,pt,"
40,6 milhões de ecus."
"Question: Qual é o valor das restituições à exportação para os ovos, conforme fixado por este regulamento?",pt,"

Answer: O valor das restituições à exportação para os ovos é fixado em anexo ao regulamento. Os montantes exatos dependem do destino das exportações. Por exemplo, o montante fixado para os ovos destinados ao Egipto é de 3,8 euros por 100 unidades, enquanto para a Argélia é de 7,7 euros por 100 unidades."
"Question: Qual é o montante máximo de ajuda financeira que a Comunidade concede aos Países Baixos para o funcionamento do seu laboratório de referência no domínio das incidências veterinárias (resíduos) na saúde pública, no período de 1 de Julho a 31 de Dezembro de 2002?",pt,"

Answer: O montante máximo é de 200 000 euros."
Qual é o objetivo da decisão do Conselho de 10 de março de 1986?,pt,"

O objetivo da decisão é aprovar e celebrar o Acordo-quadro de Cooperação Científica e Técnica entre as Comunidades Europeias e o Reino da Noruega, e estabelecer os procedimentos para a sua notificação. "
"Perante um excedente de pedidos de certificados de exportação para arroz e trincas de arroz com prefixação da restituição em 8 de Julho de 2003, qual a percentagem de redução que deve ser aplicada aos pedidos nesse dia, de acordo com o Regulamento (CE) n.o 1223/2003?",pt,"

Resposta: 36%."
Qual é o objetivo principal da Directiva 85/505/CEE do Conselho?,pt,"

O objetivo principal da Directiva 85/505/CEE do Conselho é alterar a Directiva 65/269/CEE e facilitar os transportes rodoviários de mercadorias entre os Estados-membros, estabelecendo um novo regime de concessão de autorizações para veículos tractores de conjuntos de veículos acoplados. Esta directiva visa generalizar a emissão de autorizações para estes veículos e estabelecer regras uniformes a nível comunitário. A alteração visa superar dificuldades encontradas na aplicação da directiva anterior e simplificar os procedimentos administrativos, económicos e jurídicos."
"Qual é a data até à qual a Decisão 2002/537/CE, relativa a medidas de protecção contra a doença de Newcastle na Austrália, foi prorrogada?",pt,"
1 de Maio de 2003."
"Qual é o preço mínimo de venda fixado para o 60º concurso especial de leite em pó desnatado realizado ao abrigo do Regulamento (CE) n.º 2799/1999, e em que data entra este regulamento em vigor?",pt,"

O preço mínimo de venda é de 195,10 EUR/100 kg e o regulamento entra em vigor em 15 de Maio de 2004."
"Question: Qual é o montante máximo da restituição à exportação para o trigésimo nono concurso público parcial de açúcar branco, conforme fixado pela Comissão Europeia no Regulamento (CE) n.o 953/2001?",pt,"

Answer: O montante máximo da restituição à exportação para o trigésimo nono concurso público parcial é de 42,019 EUR por 100 kg de açúcar branco."
"Pergunta: Qual é a quantidade máxima de materiais de reprodução da espécie Larix decidua Mill. que pode ser comercializada no Reino Unido ao abrigo desta decisão, e de onde podem estes materiais ser originários?",pt,"

Resposta: Nos termos desta decisão, o Reino Unido pode comercializar 320 kg de materiais de reprodução da espécie Larix decidua Mill. originários de países que não sejam Estados-membros da UE."
Question: Quais as acções de promoção e comercialização da carne de bovino de qualidade que podem beneficiar de uma participação financeira da Comunidade e qual é o seu valor máximo?,pt,"

Answer: As acções de promoção e comercialização da carne de bovino de qualidade que podem obter uma participação financeira da Comunidade são aquelas que são empreendidas por organizações profissionais ou interprofissionais. Esta participação financeira não pode exceder os 40% dos custos reais das acções. No entanto, se forem acções de promoção e comercialização que incluam o controlo integral do sector, desde o produtor ao consumidor, em termos da qualidade da carne, a participação financeira da Comunidade pode chegar aos 60% dos custos reais."
Pergunta: Quando é que a pesca do bacalhau nas águas norueguesas das subzonas I e II pelos navios que arvoram pavilhão da Alemanha é proibida?,pt,"

Resposta: A pesca do bacalhau é proibida a partir de 1 de Setembro de 2008, data da publicação do Regulamento (CE) n.o 862/2008 no Jornal Oficial da União Europeia."
Qual é a quantidade máxima de tabaco em rama e semimanufacturado que pode ser importada isenta de direitos aduaneiros para as Ilhas Canárias para o fabrico local de produtos de tabaco?,pt,"
20.000 toneladas."
Qual é o objetivo do Regulamento (CEE) n. ° 3645/83 do Conselho?,pt,"
O Regulamento (CEE) n. ° 3645/83 altera o Regulamento (CEE) n. ° 3626/82 para adaptar este último às alterações à Convenção sobre o Comércio Internacional de Espécies Ameaçadas da Fauna e da Flora Silvestres (CITES). Ele atualiza o processo de implementação de alterações às listas de espécies protegidas nos anexos do regulamento, para refletir as decisões tomadas pelas partes na Convenção CITES. "
Qual é o objetivo do Regulamento (CE) n.o 1491/2004 da Comissão?,pt,"
O Regulamento (CE) n.o 1491/2004 da Comissão estabelece valores forfaitários de importação para determinar o preço de entrada de certos frutos e produtos hortícolas de países terceiros na Comunidade Europeia. Esses valores são usados para fins de cálculo nos termos do Regulamento (CE) n.o 3223/94 da Comissão, que estabelece regras para o regime de importação desses produtos."
"Qual é a quantidade total de carne bovina que a Comissão Europeia permite importar dos Estados ACP em 1995, de acordo com o Regulamento (CE) nº 2449/95?",pt,"

52 100 toneladas."
Qual é o objetivo da Decisão da Comissão de 21 de dezembro de 1994?,pt,"
Alterar a Decisão 94/24/CE, que estabelece a lista dos postos de inspecção fronteiriços pré-seleccionados para os controlos veterinários dos produtos e dos animais provenientes de países terceiros, com base nos resultados das inspecções realizadas pelos serviços da Comissão e nas propostas das autoridades competentes de certos Estados-membros. "
Quais são as isenções para as operações de seguro e resseguro?,pt,
Qual é o preço de base para a campanha de comercialização de 1995 no sector da carne de ovino?,pt,"

O preço de base para a campanha de comercialização de 1995 no sector da carne de ovino é de 417,45 ecus por 100 quilogramas, peso carcaça."
"What is the price of reference for grapes intended for table use, valid for the 1990 campaign, during the month of November (from the 1st to the 20th) according to the Commission Regulation (EEC) No 891/90?",pt,"

The price of reference for grapes intended for table use during the specified period is 44.95 ECU per 100 kilograms of net weight."
Question: Qual é o objetivo do Regulamento (CEE) nº 3574/90 do Conselho?,pt,"

Answer: O objetivo do Regulamento (CEE) nº 3574/90 do Conselho é isentar a Alemanha da obrigação de comunicar informações específicas relativas ao território da antiga República Democrática Alemã no domínio da energia, por um período de doze meses após a unificação alemã. Esta isenção aplica-se aos regulamentos e decisões listados em anexo."
Que requisitos essenciais se aplicam a todos os equipamentos de rádio e equipamentos terminais de telecomunicações?,pt,"

Os requisitos essenciais que se aplicam a todos os equipamentos de rádio e equipamentos terminais de telecomunicações são: (1) a protecção da saúde e da segurança do utilizador ou de qualquer outra pessoa; e (2) os requisitos de protecção relativos à compatibilidade electromagnética. Além disso, os equipamentos de rádio devem ser construídos de forma a utilizar eficazmente o espectro de radiofrequências atribuído às radiocomunicações terrestres/espaciais e recursos orbitais, de modo a evitar interferências nocivas."
"Qual é o objetivo do Regulamento (CE) n.o 1004/2008 da Comissão, e de que forma altera o Regulamento (CE) n.o 1725/2003?",pt,"

O Regulamento (CE) n.o 1004/2008 da Comissão altera o Regulamento (CE) n.o 1725/2003 da Comissão para permitir que as empresas reclassifiquem certos instrumentos financeiros retidos para negociação em circunstâncias excepcionais, como a atual crise financeira. As emendas à Norma Internacional de Contabilidade (IAS) 39 e à Norma Internacional de Relato Financeiro (IFRS) 7 visam fornecer um alívio temporário às instituições financeiras, autorizando-as a reclassificar certos instrumentos financeiros com efeitos a partir de 1 de Julho de 2008. Este regulamento entra em vigor imediatamente após a sua publicação no Jornal Oficial da União Europeia, a fim de fornecer uma resposta oportuna à turbulência financeira."
Qual é o objetivo da Directiva 2001/57/CE da Comissão?,pt,"
A Directiva 2001/57/CE da Comissão visa alterar os anexos das Directivas 86/362/CEE, 86/363/CEE e 90/642/CEE do Conselho, a fim de fixar limites máximos de resíduos de pesticidas em cereais, alimentos de origem animal e determinados produtos de origem vegetal, incluindo frutas e produtos hortícolas, respectivamente. Em particular, estabelece limites máximos de resíduos para o fluroxipir nestes produtos alimentares"
"Perante o esgotamento das quotas de escamudo atribuídas à Dinamarca para 1998, estabelecido no Artigo 1 do Regulamento (CE) Nº 2826/98, qual será a data a partir da qual a pesca do escamudo pelos navios arvorando pavilhão dinamarquês é proibida e a conservação a bordo, o transbordo e o desembarque deste peixe deixam de ser permitidos?",pt,".

A data de aplicação deste regulamento, ou seja, 14 de Dezembro de 1998, marca o início da proibição da pesca do escamudo e de todas as actividades relacionadas com a sua captura e desembarque, de acordo com o estabelecido no Artigo 1º e Artigo 2º do referido regulamento."
Qual é a decisão do Conselho de 20 de maio de 1999 que determina?,pt,"

A decisão do Conselho determina, de acordo com as disposições relevantes do Tratado que institui a Comunidade Europeia e do Tratado da União Europeia, a base jurídica de cada uma das disposições ou decisões que constituem o acervo de Schengen."
Qual é o objetivo da Decisão da Comissão de 18 de março de 2002?,pt,"
Aprovar o acordo sob a forma de uma troca de cartas entre a Comunidade Europeia e a antiga República Iugoslava da Macedônia relativo ao certificado referido no ponto 6 do acordo sobre concessões comerciais recíprocas em relação a certos vinhos e autorizar o diretor-geral da Agricultura e do Desenvolvimento Rural da Comissão das Comunidades Europeias a assinar o acordo. "
Qual é o objetivo principal do Regulamento (CE) n.o 1004/2003 da Comissão?,pt,"
O Regulamento (CE) n.o 1004/2003 da Comissão visa fixar as restituições aplicáveis à exportação de produtos transformados à base de cereais e de arroz. Estas restituições cobrem a diferença entre os preços no mercado mundial e os preços destes produtos na Comunidade, ensuring um equilíbrio de preços e facilitando o comércio. O regulamento também estabelece critérios para o cálculo das restituições e especifica que elas devem ser fixadas mensalmente. Além disso, introduz critérios de graduação para determinados produtos transformados e esclarece que certos produtos à base de milho não são elegíveis para restituições à exportação."
Question: Qual é a percentagem de redução aplicada aos pedidos de certificados de importação de arroz do código NC 1006 apresentados em 2 de janeiro de 2006 antes das 13h?,pt,"

Answer: Os pedidos de certificados de importação de arroz apresentados em 2 de janeiro de 2006 antes das 13h estão sujeitos a um coeficiente de redução de 91,7077%."
Question: Quais os produtos referidos no artigo 1.o do Regulamento (CEE) n.o 1766/92 e no artigo 1.o do Regulamento (CE) n.o 3072/95 que estão sujeitos às restituições à exportação fixadas no anexo do Regulamento (CE) n.o 508/2004?,pt,"

Answer: Os produtos transformados à base de cereais e de arroz referidos no n.o 1, alínea d), do artigo 1.o do Regulamento (CEE) n.o 1766/92 e no n.o 1, alínea c), do artigo 1.o do Regulamento (CE) n.o 3072/95."
P: Qual é a decisão da Comissão em relação à proibição austríaca do milho geneticamente modificado da linhagem MON810?,pt,"

R: A Comissão decide que a Áustria deve revogar a sua proibição da importação e transformação para utilização na alimentação humana ou animal de milho geneticamente modificado da linhagem MON810. A Áustria deve adoptar todas as medidas necessárias para o fazer em até 20 dias após a notificação desta decisão."
"Question: Que quantidade de carne de aves de capoeira e ovos pode ser importada para a Comunidade Europeia no âmbito do Regulamento (CE) n.º 3549/93 no período de 1 de Janeiro a 31 de Março de 1994, proveniente da República Checa e da República Eslovaca?",pt,"

Answer: No período compreendido entre 1 de Janeiro e 31 de Março de 1994, estão disponíveis para importação 15% das quantidades totais para cada um dos períodos definidos no Anexo I do Regulamento (CE) n.º 3549/93, ou seja, 1 727 toneladas métricas para a República Checa e 1 080 toneladas métricas para a República Eslovaca."
Qual é o efeito da Sétima Decisão 85/356/CEE do Conselho na legislação da UE sobre sementes de beterraba?,pt,"
A Sétima Decisão 85/356/CEE do Conselho estabelece que as sementes de beterraba de países terceiros só podem ser comercializadas na UE se cumprirem as condições estabelecidas pela Organização de Cooperação e Desenvolvimento Económicos (OCDE). Esta decisão altera esse requisito, exigindo que as sementes de beterraba de países terceiros cumpram todas as condições comunitárias estabelecidas pela Directiva 66/400/CEE. Isso significa que há requisitos mais estritos para a comercialização de sementes de beterraba na UE, garantindo que estas sementes cumprem as normas da UE"
Qual é o valor máximo de participação financeira da Comunidade no programa de erradicação da leucose bovina enzoótica apresentado por Portugal em 2003?,pt,"

O valor máximo de participação financeira da Comunidade no programa de erradicação da leucose bovina enzoótica apresentado por Portugal em 2003 é de 400 000 euros."
"Question: Qual é o montante máximo da ajuda que pode ser concedida para a nata, manteiga e manteiga concentrada em relação ao 130º concurso especial realizado ao abrigo do Regulamento (CE) n.º 2571/97?",pt,"

Answer: Em relação ao 130º concurso especial, o montante máximo da ajuda para a nata, manteiga e manteiga concentrada é fixado no quadro constante do anexo do Regulamento (CE) n.º 2007/2003."
"Qual é o objectivo do Regulamento (CE) n.o 2560/2001 do Parlamento Europeu e do Conselho, e em que consiste o seu âmbito de aplicação?",pt,"

O objectivo do Regulamento (CE) n.o 2560/2001 é garantir que os encargos dos pagamentos transfronteiras em euros sejam iguais aos dos pagamentos em euros efectuados dentro de um Estado-Membro. O âmbito de aplicação diz respeito às normas relativas aos pagamentos transfronteiros em euros até ao montante de 50 000 euros e visa assegurar a igualdade dos encargos cobrados por esses pagamentos. O regulamento também se aplica aos pagamentos transfronteiros efectuados na moeda de outro Estado-Membro que decida adoptar a sua aplicação."
